Season,Sentence,labels
Season 5,You told me you weren't here to conquer. You told me your people have bled enough.,neutral
Season 5,That's right. But I don't want them bleeding for Stannis Baratheon either.,neutral
Season 5,"You spent your life convincing 90 clans to come together for the first time in history. Thenns and Hornfoots, the ice-river clans, even the giants. A life's work uniting them. You didn't do it for power. You didn't do it for glory. You brought them together to save them because none of them will survive the winter, not if they're north of the wall. Isn't their survival more important than your pride?",neutral
Season 5,Pride? Fuck my pride. This isn't about that.,anger
Season 5,Then bend the knee and save your people.,neutral
Season 5,They followed me because they respected me. Because they believed in me. The moment I kneel for a Southern king that's all gone.,disgust
Season 5,And how many tens of thousands are out there right now? How many women? How many children? And you won't go out and rescue them because why? You're afraid of looking afraid.,fear
Season 5,"Oh, I am afraid. No shame in that. How will they do it? Beheading? Hanging?",fear
Season 5,They'll burn you alive.,anger
Season 5,"Bad way to go. I'll be honest with you, I don't want to die. And burnt to death, I don't want people to remember me like that. Scorched and screaming. But it's better than betraying everything I believe.",anger
Season 5,"And what happens to your people? You preserve your dignity and die standing, and they'll sing songs about you. “You'd rather burn than kneel. The great hero.” Until winter comes, and the white walkers come for us all, and there's no one left to sing.",neutral
Season 5,"You're a good lad. Truly, you are. But if you can't understand why I won't enlist my people in a foreigner's war, there's no point explaining.",neutral
Season 5,I think you're making a terrible mistake.,fear
Season 5,The freedom to make my own mistakes was all I ever wanted.,neutral
Season 5,"Mance Rayder, you've been called the King Beyond the Wall. Westeros only has one king. Bend the knee, I promise you mercy.",neutral
Season 5,Kneel and live.,neutral
Season 5,This was my home for many years. I wish you good fortune in the wars to come.,sadness
Season 5,"Man or woman, young or old, lord or peasant, our choices are the same. We choose light, or we choose darkness. We choose good, or we choose evil. We choose the true god or the false.",neutral
Season 5,"Free folk, there is only one true king, and his name is Stannis. Here stands the king of lies. Behold the fate of those who choose the darkness.",neutral
Season 5,"In the old times, whenever Braavos stood in danger, the titan would step with fire in his eyes. He'd wade into the sea and smash the enemies.",fear
Season 5,He's just a statue.,neutral
Season 5,Don't be afraid. He's announcing our arrival.,fear
Season 5,I'm not afraid.,fear
Season 5,The House of Black and White,neutral
Season 5,"Here, I leave you.",neutral
Season 5,Thank you for bringing me.,joy
Season 5,Any man of Braavos would have done the same. Valar morghulis.,neutral
Season 5,Valar dohaeris.,neutral
Season 5,Hello. Valar Morghulis.,neutral
Season 5,Jaqen H'ghar gave me this.,neutral
Season 5,No one here by that name.,neutral
Season 5,Please. I crossed the Narrow Sea. I have nowhere else to go.,fear
Season 5,You have everywhere else to go.,neutral
Season 5,But wait!,neutral
Season 5,"Cersei, Walder Frey, The Mountain, Meryn Trant. Cersei, Walder Frey, The Mountain, Meryn Trant.",neutral
Season 5,"The Mountain, Meryn Trant.",neutral
Season 5,Must be good food if it's crowded.,neutral
Season 5,Ale? Ale?,surprise
Season 5,"Before we left, a maester gave you a raven scroll.",disgust
Season 5,You are becoming an observant young lady.,neutral
Season 5,"My mother used to say, ""dark wings, dark words"".",disgust
Season 5,An old saying. Inaccurate in this case.,neutral
Season 5,So it was good news.?,joy
Season 5,My marriage proposal has been accepted.,joy
Season 5,I thought you still mourn the death of my beloved Aunt Lysa.,sadness
Season 5,Ale?,surprise
Season 5,I'll have some.,neutral
Season 5,My lady!,surprise
Season 5,What is it?,surprise
Season 5,Sansa Stark. Don't look!,anger
Season 5,You sure?,surprise
Season 5,"She's dyed her hair, but it's her. She's sitting with Petyr Baelish.",neutral
Season 5,Littlefinger?,surprise
Season 5,A bunch of knights with him.,disgust
Season 5,Bunch? What's a bunch? 100? 6? 20?,surprise
Season 5,"10, I think. Too many. My lady, I don't think this is the right--",surprise
Season 5,Ready the horses.,neutral
Season 5,We only have one horse.,neutral
Season 5,Find more.,neutral
Season 5,Do you like the taste?,neutral
Season 5,I don't see what all the fuss is about. Why do men love it so much?,surprise
Season 5,It gives some men courage.,neutral
Season 5,Does it give you courage?,neutral
Season 5,That's far enough.,neutral
Season 5,"Lord Baelish, Lady Sansa, my name is Brienne of Tarth.",neutral
Season 5,"We've met. With Renly Baratheon. What did he say about you? He said, ""You're a loyalty comes free of charge."" Someone appears to have paid quite a bit for it since then.",neutral
Season 5,"Lady Sansa, before your mother's death, I was her sworn sword. I gave my word I would find you and protect you. I will shield your back and keep your council, and give my life for yours if need be. I swear it by the old gods and the new.",anger
Season 5,"Please, Lady Brienne. No need for such formality. You are Catelyn Stark's sworn sword?",disgust
Season 5,I was.,neutral
Season 5,Strange. I knew Cat from the time we were children. She never mentioned you.,surprise
Season 5,It was after Renly's murder.,sadness
Season 5,"Ah, yes. You were accused of killing him.",anger
Season 5,I tried to save him.,sadness
Season 5,But you were accused.,anger
Season 5,By men who didn't see what happened.,disgust
Season 5,Then what did happen?,surprise
Season 5,He was murdered by a shadow. A shadow with a face of Stannis Baratheon.,sadness
Season 5,A shadow? With a face? This woman swore to protect Renly; she failed. She swore to protect your mother; she failed. Why would I want somebody with your history of failure guiding Lady Sansa?,anger
Season 5,Why should you have any say in her affairs?,anger
Season 5,"Because I am her uncle. I married her Aunt Lysa shortly before my belovedo s untimely death. We're family now, and you're an outsider. Forgive me, Lady Brienne, but experiences made me wary of outsiders.",fear
Season 5,"Lady Sansa, if we can have a word alone--",neutral
Season 5,No.,neutral
Season 5,"Please, my lady. If I could explain--",fear
Season 5,I saw you at Joffrey's wedding bowing to the king.,joy
Season 5,Neither of us wanted to be there. Sometimes we don't have a choice.,neutral
Season 5,And sometimes we do. You should leave.,neutral
Season 5,We don't want our new friend wandering the countryside alone. The roads of these parts aren't safe. Why don't you stay?,anger
Season 5,He asked you to stay.,neutral
Season 5,After her!,anger
Season 5,Podrick!,surprise
Season 5,"Stop, stop, stop! That's a good boy.",anger
Season 5,I guess that means you're unarmed.,neutral
Season 5,"Down, Podrick, down!",anger
Season 5,Podrick?,surprise
Season 5,"Yes, my lady?",surprise
Season 5,You can stand now.,neutral
Season 5,"Yes, my lady. Sansa Stark?",neutral
Season 5,"Wary of strangers, as she should me. I saw her riding on the East Trail with Littlefinger. We'll follow them.",fear
Season 5,"My lady, if those Stark girls refused your service, maybe you're released from your vow.",neutral
Season 5,I swore to their mother I'd protect those girls.,anger
Season 5,If they don't want your protection--,anger
Season 5,Do you think she's safe from Littlefinger?,neutral
Season 5,"No, my lady.",disgust
Season 5,Get your horse.,neutral
Season 5,A summons from the queen.,joy
Season 5,There are only two like it in the world,neutral
Season 5,It's a threat.,fear
Season 5,"Of course it's a threat! Our daughter's in Dorne surrounded by people who hate our family. ""It's a threat.""",anger
Season 5,No note.,neutral
Season 5,"They blame us for the death of Oberyn and his sister, and every other tragedy that's befallen their cursed country. I will burn their cities to the ground if they touch her!",anger
Season 5,Softer.,neutral
Season 5,What?,surprise
Season 5,Not so loud.,disgust
Season 5,"Our daughter's in danger, and you're worried I'm speaking too loudly!",fear
Season 5,The world can't know knows she's our daughter.,surprise
Season 5,Then don't call her your daughter. You've never been a father to her.,anger
Season 5,"If I was the father to any of my children, they'd be stoned in the streets.",disgust
Season 5,And what has your caution brought? Our eldest child murdered at his own wedding. Our only daughter shipped off to Dorne. Our baby boy sent to marry that smirking whore from Highgarden.,anger
Season 5,I'll make things better.,neutral
Season 5,You never made anything better.,neutral
Season 5,I'm going to Dorne. I'll bring our daughter home.,joy
Season 5,You can't just ask Prince Doran to give her back! She's promised his son.,neutral
Season 5,I'm not going to ask him anything.,anger
Season 5,"You go there with an army, it's an act of war.",disgust
Season 5,No army. Do you know where they're keeping her?,neutral
Season 5,Oberyn mentioned the Water Gardens.,neutral
Season 5,"I'll find her. Is there anything else, your grace?",neutral
Season 5,You're going to Dorne? A one-handed man? Alone?,surprise
Season 5,I never said I was going alone.,sadness
Season 5,"No sunflowers. I don't like yellow. Roses are very nice, definitely roses. And music. I adore music. But no flutes, I hate flutes! We can have a harp if you like, but no flutes. Then there's the food. Food is the most important thing, don't you agree? We're going to need pigeon pies. That's what they eat in the capital, don't they?",disgust
Season 5,Don't they?,anger
Season 5,Don't who?,surprise
Season 5,People eat pigeon pie in the capital.,disgust
Season 5,"They certainly do, my dear. They certainly do.",neutral
Season 5,"It's a fine place, isn't it? A fine place. I never thought I'd end up settling down in a place like this.",neutral
Season 5,You won't.,neutral
Season 5,Pardon?,neutral
Season 5,"We won't get to live at Stokeworth. When Mother dies, my sister gets the castle because she's older.",sadness
Season 5,Oh.,neutral
Season 5,"She hates me. She calls me mean names, and sometimes even still she pulls my hair when Mother isn't looking.",anger
Season 5,You know what I think? I think you're a good person. And your sister is a mean person.,disgust
Season 5,She is.,neutral
Season 5,"I've been all over the world. And if there's one thing I've learned, it's that meanness comes around. People like your sister, they always get what's coming to them eventually. One way or another.",disgust
Season 5,Who's that?,surprise
Season 5,Jaime fucking Lannister.,anger
Season 5,Ser Jaime.,neutral
Season 5,Ser Bronn of the Blackwater.,disgust
Season 5,I was very sorry to hear about your father.,sadness
Season 5,Thank you.,neutral
Season 5,"This is my betrothed, Lollys.",neutral
Season 5,A pleasure.,joy
Season 5,"Run along, love.",neutral
Season 5,Beautiful bride you've chosen. When were you planning on getting married?,joy
Season 5,Just get on with it.,neutral
Season 5,On with what?,anger
Season 5,What you're here for. There's no way this little visit could possibly mean anything good for me.,neutral
Season 5,It's very good for you.,joy
Season 5,Lollys will be marrying Ser Wyllis Bracken.,joy
Season 5,Mmm.,neutral
Season 5,"We made a deal, your sister and I.",neutral
Season 5,I would have advised against that.,neutral
Season 5,How is this good for me?,surprise
Season 5,"Cause you're going to come with me and help me with something important. And when we return, I'm going to give you a much better girl, and a much better castle.",neutral
Season 5,Return from where?,neutral
Season 5,As far south as south goes.,neutral
Season 5,My future queen.,joy
Season 5,The prince does not wish to be disturbed.,sadness
Season 5,"Remove myself from my path, or I'll take that long axe and shove it--",anger
Season 5,Captain. Let her pass.,neutral
Season 5,"Your brother was murdered, and you sit here at the Water Gardens, staring at the sky and doing nothing.",anger
Season 5,"Oberyn was slain during a trial by combat. By law, that is not murder.",sadness
Season 5,Your brother--,anger
Season 5,You don't have to remind me. He was my brother long before he was anything to you.,neutral
Season 5,What will you do about his death.,neutral
Season 5,I will bury him. I will mourn for him.,sadness
Season 5,You would have me go to war?,anger
Season 5,You would have me go to war?,anger
Season 5,The whole country would have you go to war.,anger
Season 5,Then we are lucky the whole country does not decide.,neutral
Season 5,The Sand Snakes are with me. They have the love of their people. They will avenge your father while you sit here in your chair doing nothing.,anger
Season 5,"Oberyn is dead. And this Lannister girl skips about the Water Gardens eating our food, breathing our air. How many of your brothers and sisters do they have to kill?",disgust
Season 5,I loved my brother. And you made him very happy. For that you will always have a place in my heart. But we do not mutilate little girls for vengeance. Not here. Not while I rule.,joy
Season 5,And how long will that be?,neutral
Season 5,The Unsullied are too conspicuous.,neutral
Season 5,"Anyone can see you coming from a mile off. Of course you haven't found any Sons of the Harpy. You haven't, have you?",neutral
Season 5,"My Second Sons, on the other hand, they drink, they whore, fight in the streets--they blend in. They overhear things in taverns, follow people from the taverns to nice, quiet alleys, break a few fingers, overhear a few more things. Before you know it...",neutral
Season 5,No one here. We go.,neutral
Season 5,In a hurry? You're afraid?,fear
Season 5,Unsullied fear nothing.,fear
Season 5,"Right. That's your problem. You understood fear once, long ago, but you've forgotten what it means. Someone who's forgotten fear has forgotten how to hide.",fear
Season 5,Fear is useful that way.,fear
Season 5,"Sons of the Harpy, they want to put a collar back on my neck. On all of our necks. Please, Your Grace, you must kill him.",anger
Season 5,It would send a message.,neutral
Season 5,"I think you should exercise restraint, Your Grace.",neutral
Season 5,Why?,surprise
Season 5,"For one thing, he may have valuable information.",neutral
Season 5,The Son of the Harpy has no more valuable information.,neutral
Season 5,How do you know that?,surprise
Season 5,Because I questioned him.,anger
Season 5,"And the information you did get, he is young and poor.",neutral
Season 5,He is born free.,neutral
Season 5,Why should he want to bring back slavery? What did it do for him?,anger
Season 5,Perhaps the only thing that gave him pride was knowing that there was someone lower than he was.,neutral
Season 5,They pay him. Great families afraid to do a thing. They pay poor man to do it for them.,fear
Season 5,And how do you know this?,surprise
Season 5,Everyone knows this.,neutral
Season 5,"I don't know it, and I'm the head of a great family.",surprise
Season 5,"We do not know what this man did or didn't do. Give him a trial, at least. A fair trial. Show all of the citizens of Meereen that you are better than those who would depose. Teach them a better way.",neutral
Season 5,"I do not know the place from where Old Ser comes. Things maybe are different there, I hope. But here, in Meereen, before Daenerys Stormborn, they own us. So we learn much about them or we do not live long. They teach me what they are. Mercy, fair trial",neutral
Season 5,Thank you all for your counsel.,neutral
Season 5,"Your Grace, a word, please, I beg you.",sadness
Season 5,About what?,surprise
Season 5,About your father. About the Mad King.,disgust
Season 5,The Mad King? You're here to remind me of my enemies' lies? Consider me reminded.,neutral
Season 5,"Your Grace, I served in his Kingsguard. I was at his side from the first. Your enemies did not lie.",neutral
Season 5,Go on.,anger
Season 5,"When the people rose in revolt against him, your father set their towns and castles aflame. He murdered sons in front of their fathers. He burned men alive with Wildfire, and laughed as they screamed. And his efforts to stamp out dissent led to rebellion that killed every Targaryen except two.",anger
Season 5,I'm not my father.,sadness
Season 5,"No, Your Grace. Thank the gods. But the Mad King gave his enemies the justice he thought they deserved. And each time it made him feel powerful and right. Until the very end.",joy
Season 5,I will not have the Son of the Harpy executed without a fair trial.,anger
Season 5,Your Grace.,neutral
Season 5,There's a bug.,neutral
Season 5,"Yes, best be careful. You might accidentally consume some solid food.",neutral
Season 5,"When I agreed to come with you, did I misrepresent my intentions? Besides, what is there for me to do inside this fucking box?",anger
Season 5,You don't like it?,anger
Season 5,I want to take a walk.,sadness
Season 5,You can't. Cersei has offered a lordship to the man who brings her your head.,anger
Season 5,"She ought to offer her cunt. Best part of her for the best part of me. Well, I suppose a box is as good a place for me as anywhere.",disgust
Season 5,Are we really going to spend the entire road to Volantis talking about the futility of everything?,neutral
Season 5,You're right. No point. The road to Volantis? You said we were going to Meereen. What's in Volantis?,anger
Season 5,The road to Meereen.,fear
Season 5,And what do you hope to find at the end of the road to Meereen?,neutral
Season 5,I told you. A ruler.,disgust
Season 5,We've already got a ruler. Everywhere has already got a ruler. Every pile of shit on the side of every road has someone's banner hanging from it.,neutral
Season 5,"You were quite good, you know. At ruling. During your brief tenure as Hand.",neutral
Season 5,I didn't rule. I was a servant.,anger
Season 5,"Still, a man of talent.",neutral
Season 5,Managed to kill a lot of people.,disgust
Season 5,"Yes, but showed great promise in other areas as well.",neutral
Season 5,She wanted me to leave King's Landing. She begged me. I wouldn't go.,anger
Season 5,Why?,surprise
Season 5,Cause I liked it. Power. Even as a servant.,joy
Season 5,People follow leaders. And they will never follow us. They find us repulsive.,disgust
Season 5,I find us repulsive.,disgust
Season 5,"And we find them repulsive, which is why we surround ourselves with large, comfortable boxes to keep them away. And yet, no matter what we do, people like you and me are never really satisfied inside the box. Not for long.",disgust
Season 5,You're right. Let's go for a walk.,neutral
Season 5,No.,neutral
Season 5,How many dwarves are there in the world? Is Cersei going to kill them all?,surprise
Season 5,Not him.,neutral
Season 5,"Are you trying to deceive your Queen? Shall I throw them in a cell, Your Grace?",anger
Season 5,"That won't be necessary, Ser Meryn. I don't want to dissuade the other hunters. Mistakes will be made.",fear
Season 5,"Thank you, Your Grace. Thank you.",joy
Season 5,Take the head.,anger
Season 5,"Pardon me, Your Grace. I would take it, if you don't mind. It could prove useful for my work.",neutral
Season 5,Very good.,joy
Season 5,Over there will be fine.,neutral
Season 5,You heard the man. Over there.,disgust
Season 5,You're the Hand of the King?,surprise
Season 5,"No, Uncle. Clearly it would not be appropriate for a woman to assume that role. I'm merely advising my son until he comes of age and chooses a Hand for himself.",neutral
Season 5,"Your Grace, I would be willing to serve provisionally as the King's Hand until he becomes old enough--",neutral
Season 5,"You're a good man, Lord Tyrell, but I don't imagine you'll have the time. In addition to being Master of Ships, the king has appointed you Master of Coin.",neutral
Season 5,"Oh, Your Grace.",neutral
Season 5,He called your experience and wisdom in financial matters unparalleled. He said he would be honored to have you represent the crown's interests in the same.,neutral
Season 5,"The honor is all mine, Your Grace.",neutral
Season 5,"Your Grace, in the past on several occasions, a Grand Maester has served as the King's Hand.",neutral
Season 5,The King has named Qyburn the new Master of Whisperers.,neutral
Season 5,"Your Grace, him? This man? This embarrassment to the Citadel? Your Grace, what qualifications can he possibly have for this post?",surprise
Season 5,"The qualification of loyalty, Grand Maester. That's far more than the eunuch ever had. Far more than many ever have.",neutral
Season 5,I must say I cannot see--,fear
Season 5,"Uncle Kevan, in light of your position as commander of the Lannister armies, it would please the king if you would serve as his Master of War. No man living better deserves the title.",neutral
Season 5,That is kind of you to say. I would like to hear it from the king himself.,neutral
Season 5,The king is very busy at this moment.,neutral
Season 5,"He should be here, learning what it means to rule.",neutral
Season 5,"He is learning. On this occasion, in his capacity as ruler, he's asked me to speak on his behalf.",neutral
Season 5,I returned to the capital to pay my respects to my brother. And to you. And to serve the king. I did not return to the capital to serve as your puppet. To watch you stack the small council with sycophants. Sending your own brother away so he wouldn't be--,disgust
Season 5,My brother has left the capital to lead a sensitive diplomatic mission.,sadness
Season 5,What mission?,neutral
Season 5,That is not your concern as Master of War.,neutral
Season 5,I do not recognize your authority to dictate what is and is not my concern. You are the Queen Mother. Nothing more.,anger
Season 5,You would abandon your king in his time of need?,anger
Season 5,"If he wants to send for me, I will be waiting for him. At Casterly Rock.",neutral
Season 5,Come on. You know this one. It looks like an animal.,disgust
Season 5,Snake. Snake... S! It's an S!,surprise
Season 5,"Right, very good!",joy
Season 5,"Hmm! Did you know that the youngest Lord Commander in history, Osric Stark, was elected at the age of 10?",surprise
Season 5,"I know ""S"".",neutral
Season 5,"You'll learn, I promise. I taught Ser Davos, and old people are terrible at learning new things.",disgust
Season 5,"Well, you're a wonderful teacher. Very patient!",joy
Season 5,"I only said that the more time you spend practicing, the faster you'll be able to read.",neutral
Season 5,That's alright. We're doing just fine. I'm sure you and Ostrich Stark have a lot to talk about.,neutral
Season 5,How old were you when you learned to read?,neutral
Season 5,Three.,neutral
Season 5,"Three?! Who taught you, your mother?",surprise
Season 5,No. Old Maester Cressen did. I had a lot of time to practice. My mother kept me inside because...,neutral
Season 5,"What do you call it in the South, what happened to your face?",neutral
Season 5,Greyscale. What do you call it north of the Wall?,neutral
Season 5,I don't know. But two of my sisters had it. They both died. How did they cure you?,sadness
Season 5,"I don't remember. I was a baby. Lots of people came and tried, I think. Whatever they did, it went away. What happened to your sisters?",neutral
Season 5,My father made them move out of the keep into the huts outside. None of us were allowed to go near them. But we heard them. Especially at night. They started to sound... not like themselves.,fear
Season 5,Did you ever see them?,surprise
Season 5,"Only once at the end. They were covered with it. Their faces, their arms. They acted like animals. My father had to drag them out to the woods on a rope.",disgust
Season 5,What did he do to them in the woods?,fear
Season 5,Mother.,sadness
Season 5,Leave us.,neutral
Season 5,Your Grace.,neutral
Season 5,You need to stay away from that girl.,neutral
Season 5,Why?,surprise
Season 5,She's a wildling.,disgust
Season 5,Her name's Gilly. She's nice. I'm teaching her to read.,joy
Season 5,She's a wildling. Your father defeated their people. He executed her king for treason. They could strike at him by striking at you.,anger
Season 5,Gilly wouldn't do that.,anger
Season 5,You have no idea what people will do. All your books and you still don't know.,surprise
Season 5,"I ordered Mance Rayder burnt at the stake. You prevented that order from being carried out. You showed mercy to Mance Rayder. A king's word is law. Perhaps you should ask Ser Davos how much mercy I show to lawbreakers. Show too much kindness, people won't fear you. If people don't fear you, they don't follow you.",fear
Season 5,"With respect, Your Grace, the free folk will never follow you, no matter what you do. You're the man who burned their king alive.",anger
Season 5,Who then? You?,surprise
Season 5,No. Only one of their own.,neutral
Season 5,Do you know this wretched girl Lyanna Mormont?,disgust
Season 5,The Lord Commander's niece.,disgust
Season 5,"Lady of Bear Island, and a child of 10. I asked her to commit her house to my cause, that's her response.",neutral
Season 5,"Bear Island knows no king but the King in the North, whose name is Stark.",neutral
Season 5,That amuses you?,surprise
Season 5,"I apologize, Your Grace. Northerners can be a bit like the free folk. Loyal to their own.",neutral
Season 5,I know. My brother Robert went on often and loudly about how difficult it was to control them - even with your father's help.,neutral
Season 5,"Tonight, the Night's Watch elect a new Lord Commander. Ser Alliser Thorne is going to win.",neutral
Season 5,Most likely.,neutral
Season 5,Unpleasant man. He thinks you're a traitor. What's your life going to be like on the Wall with Thorne in command?,disgust
Season 5,"Unpleasant, I expect.",disgust
Season 5,Your bravery made him look weak. He'll punish you for it. I don't punish men for bravery. I reward them.,anger
Season 5,"I don't doubt it, Your Grace. But I'm a brother of the Night's Watch. I've pledged them my life, my honor, my sword. I don't know what I have left to give you.",neutral
Season 5,You can give me the North.,neutral
Season 5,"I can't. Even if I wanted to, I'm a bastard. A Snow.",anger
Season 5,"Kneel before me. Lay your sword at my feet. Pledge me your service and you'll rise again as Jon Stark, Lord of Winterfell.",fear
Season 5,He'll make you a Stark with the stroke of a pen?,anger
Season 5,"It's the first thing I ever remember wanting. I'd daydream that my father would ask the king, and just like that I would never be the bastard of Winterfell again.",fear
Season 5,You deserve this. You do. I couldn't be happier for you.,anger
Season 5,I'm going to refuse him.,anger
Season 5,But you'd be Lord of Winterfell.,neutral
Season 5,"I swore a vow to the Night's Watch. If I don't take my own word seriously, what sort of Lord of Winterfell would I be?",anger
Season 5,Crowded. You'd think we were serving venison stew.,disgust
Season 5,Does anyone wish to speak for candidates before we cast our tokens for the 998th Lord Commander of the Night's Watch?,neutral
Season 5,"Ser Alliser Thorne is not just a knight, he's a man of true nobility. He was acting commander when the Wall came under attack, and led us to victory against the wildlings.",neutral
Season 5,"Hear, hear.",neutral
Season 5,He's a veteran of 100 battles and has been a defender of the Watch and the Wall almost all of his life. He's the only true choice.,neutral
Season 5,Is there anyone else?,neutral
Season 5,"Ser Denys Mallister joined the Watch as a boy and has served loyally longer than any other ranger. Through 10 winters he served. As commander of the Shadow Tower, he kept the wildlings away. We could do no better.",neutral
Season 5,"If there's no one else, we will begin the voting. The triangular tokens count for Ser Alliser Thorne. The square tokens for Ser Denys Mallister. Each brother will--",neutral
Season 5,Maester Aemon.,neutral
Season 5,Samwell Tarly. Go on.,neutral
Season 5,Sam the Slayer.,disgust
Season 5,Another wildling lover just like his friend Jon Snow. How's your lady love Slayer?,neutral
Season 5,Her name is Gilly. Brother Slynt knows her quite well. They cowered together in the larder during the battle for the Wall.,disgust
Season 5,Lies!,joy
Season 5,"A wildling girl, a baby, and Lord Janos. I found him there when the battle was over in a puddle of his own making.",disgust
Season 5,"Whilst Lord Janos was hiding with the women and children, Jon Snow was leading.",fear
Season 5,"Ser Alliser fought bravely, it is true. And when he was wounded, it is Jon who saved us. He took charge of the wall's defense. He killed the Magnar of the Thenns. He went North to deal with Mance Rayder, knowing it almost certainly meant his own death. Before that, he led the mission to avenge Lord Commander Mormont. Mormont himself chose Jon to be his steward. He saw something in Jon, and now we've all seen it, too. He may be young, but he's the commander we turned to when the night was darkest.",anger
Season 5,"I can't argue with any of that. But who does Jon Snow want to command? Night's Watch or the wildlings? Everyone knows he loved a wildling girl and spoke with Mance Rayder many times. What would have happened in that tent between those two old friends if Stannis's army hadn't come along? We all saw him put the King-beyond-the-Wall out of his misery. Do you want to choose a man who has fought the wildlings all his life, or a man who makes love to them?",neutral
Season 5,It is time.,neutral
Season 5,"It appears to be a tie, Maester.",neutral
Season 5,Jon Snow! Jon Snow! Jon Snow! Jon Snow!,joy
Season 5,You. You!,anger
Season 5,What have you got there?,surprise
Season 5,I said--,neutral
Season 5,Turn around and go. Turn around and go.,neutral
Season 5,"That's a nice little sword. Worth 100 pieces, a sword like that.",neutral
Season 5,Nothing's worth anything to dead men.,disgust
Season 5,"Quickly, go, go!",anger
Season 5,Who are you? Why were they scared of you?,surprise
Season 5,You lost this.,neutral
Season 5,You said there was no Jaqen H'ghar here.,neutral
Season 5,There isn't. A man is not Jaqen H'ghar.,neutral
Season 5,Well who are you then?,surprise
Season 5,No one. And that is who a girl must become.,neutral
Season 5,"She doesn't belong here. And no matter how many of your traitors call her ""Mhysa"", she will never be your mother.",neutral
Season 5,"For you, Mhysa. You wanted the Harpy dead, but your hands were tied. I set you free, as you did all of us.",anger
Season 5,"He was our prisoner, awaiting trial. You had no right.",neutral
Season 5,He would rather rip your city apart than see slaves lifted from the dirt.,anger
Season 5,There are no more slaves. There are no more Masters.,neutral
Season 5,"Then who lives in the Pyramids? Who wears gold masks and murders your children? When Grey Worm came to us, I was the first to take up the knife for you. I remember the look on my father's face as I struck down his Master, who had traded his infant son for a dog. My father died in the fighting. If we allow the Sons of the Harpy to return us to chains, he never lived.",disgust
Season 5,"The Harpy's life was not yours to take. Once, the Masters were the law--",neutral
Season 5,and now you are the law!,surprise
Season 5,The law is the law. Take him.,neutral
Season 5,Mhysa! Myhsa!,surprise
Season 5,She should have cut off the traitor's head in the Great Pyramid and been done with it.,anger
Season 5,Which is what I keep telling her to do to you.,neutral
Season 5,You opened your gates to me because I promised you freedom and justice. One cannot exist without the other.,anger
Season 5,Brother! Brother!,surprise
Season 5,"Mhysa, please! Forgive me!",anger
Season 5,A citizen of Meereen was awaiting trial and this man murdered him. The punishment is death.,anger
Season 5,Mercy! Mercy!,joy
Season 5,Mhysa...,surprise
Season 5,Mhysa...,surprise
Season 5,"I'll stand guard outside your door tonight, Your Grace.",fear
Season 5,We all guard tonight.,neutral
Season 5,Leave me.,neutral
Season 5,Drogon...,neutral
Season 5,EPISODE,neutral
Season 5,Valar morghulis.,neutral
Season 5,Valar dohaeris.,neutral
Season 5,I've been sweeping this floor for days.,neutral
Season 5,Good.,neutral
Season 5,I didn't come here to sweep floors.,neutral
Season 5,"No? Why come, then?",surprise
Season 5,You said that I could be your apprentice. You said you'd teach me how to a Faceless Man.,neutral
Season 5,"A man teaches a girl. . Valar dohaeris. All men must serve. Faceless men, most of all. .",neutral
Season 5,I want to serve. .,sadness
Season 5,"A girl wants to serve herself. Here we serve the Many-Faced God, to serve well. A girl must become no-one.",neutral
Season 5,Which one is the Many-Faced God? I see the Stranger. I see the Drowned God. I see the Weirwood Face.,neutral
Season 5,There is only one god. A girl knows his name. And all men know his gift.,neutral
Season 5,Where are they taking him?,neutral
Season 5,Queen Margaery! Queen Margaery! Queen Margaery!,surprise
Season 5,"I am his/hers, and she/he is mine. From this day, until the end of my days.",neutral
Season 5,Did I hurt you?,surprise
Season 5,No. You were lovely.,joy
Season 5,It all happened so fast.,surprise
Season 5,Yes. .,neutral
Season 5,"I was scared maybe I hurt you, it sounded",fear
Season 5,"No, no, no. You're very sweet. The sweetest king who ever lived.",joy
Season 5,"This is what I want to do all day, every day for the rest of my life.",neutral
Season 5,"Wouldn't that be glorious? . Shouldn't we rest a little while? Just to catch our breath, there's no rush, is there?",neutral
Season 5,Of course not. Are you hungry? Shall I have them bring you some cake or pomegranate juice?,neutral
Season 5,"No, I'm fine. I just want you all to myself. I want to know everything there is to know about King Tommen First of His Name.",neutral
Season 5,King Tommen. It still sounds strange to me. Does Queen Margaery sound strange to you?,surprise
Season 5,So strange… Husband.,surprise
Season 5,"Wife. . Sometimes it feels odd. I'm the king, I've married the most beautiful woman in the world, , and it's all because my brother died.",sadness
Season 5,"I understand. But it's not your fault, you know that, don't you? You mustn't feel guilty.",sadness
Season 5,I don't feel guilty. That's what's odd.,sadness
Season 5,Do you like to sail?,neutral
Season 5,I love to sail.,joy
Season 5,"I do, too.",neutral
Season 5,"I think we're going to be very happy, you and I.",joy
Season 5,"Living in a tower so high, it touches the clouds. Of course my grandmother couldn't wait to go home. The capital is not for everyone, I suppose. Does your mother like it here?",surprise
Season 5,I don't think so. She told me never to trust anyone in King's Landing.,fear
Season 5,It's so wonderful to have her watching over you. A lioness guiding her cub. .,joy
Season 5,"Well, but I'm a man now.",neutral
Season 5,You are. And the king. . But you'll always be her baby-boy.,neutral
Season 5,I suppose.,neutral
